1|20161102115345|12|44|到现在为止，票子还不见踪影，只能马马虎虎过日子
1|20161102115345|12|63|机油给我换的居然是吉利sc7的机油，理由是长城的机油没有了
1|20161102115345|20|78|我的25I已经快2000公里了，起步刹车的时候?还是嘎嘎的··难道还没有磨合好吗
1|20161102115345|34|113|GX7的两大实用缺陷：1、没能量产5+2的设计2、音响没有USB接口，虽然高配的有，但低配的没有，USB是个实用配置，可以随心所欲地下载无限量喜欢的歌曲，不用花钱还可以随时更换，还不用大量CD占车内空间
1|20161102115345|47|148|2010款空调油味，是什么原因，不是我的车，我朋友的，请朋友们解答一下
1|20161102115345|51|156|每次坐下后，头都无法靠到座椅的头枕上，开长途尤其累
1|20161102115345|53|164|诸位兄弟，小5送了根ipod的数据线，小弟经常用ip4听歌，结果闻到usb口有很重的焦味，大家也有这个情况吗，望解答
1|20161102115345|54|166|发现在低速时踩油门有异响，感觉就象一块铁皮没固定好在振动发出的那种颤音
1|20161102115345|75|259|我的车每次起步加速，车前头就发出一声（（???卡???????））响，不知道什么声音，有没有知道的
1|20161102115345|76|269|我到现在也不明白，为什么同是1.6的，感觉咋不一样
1|20161102115345|90|600|老解放、老南京嘎斯的车皮肯定比现在的卡车都厚，那是技术落后的表现
1|20161102115345|90|628|首先是丰田车确实有质量问题，而且日本车不地道，在美国金融危机时把福特挤兑的差点破产；再则是奥巴马也需要通过打压丰田来振兴美国汽车工业
1|20161102115345|92|651|看凤凰网上说这个罗密欧底盘很老，为啥
1|20161102115345|95|655|3挡发动机有点抖
1|20161102115345|99|664|以前在坛子里看到有车友首保后，一档比较难挂
1|20161102115345|99|665|前段时间首保后真的感觉一档比原来难挂了
1|20161102115345|101|680|神龙你真成神聋了，以前我说说刹车有问题（不是颠簸路，沙石路面
1|20161102115345|101|682|现在是越来越多的车友反映，爱丽舍的刹车的确是有安全隐患的，汽车投诉网投诉了，但4S就说刹车正常，很先进，厂家也是搪塞你，我一个普通平民哪有力气和你们（要有关部门之类的）周旋，还是那句话，刹车搞不好就是杀人
1|20161102115345|103|698|这是后杠护板，这个由于面积有点大，所以不好固定安装位置
1|20161102115345|108|720|今天启动之后发现不能一键开启了，而且不能往上按了只能往后拉，求解
1|20161102115345|123|781|??昨天刚提的老款1.5尊贵远景，在行驶中多次自动熄火，接着又能行驶什么原因啊
1|20161102115345|125|794|今天第六天在行驶中起步时熄火
1|20161102115345|125|795|打火打了四五次没打着
1|20161102115345|138|828|很多人说C30的售后比较差，不知道郑州C30的售后怎么样
1|20161102115345|143|841|第二，手刹感觉很高（可能习惯小三的手刹缘故），都快竖起来了
1|20161102115345|143|842|第三就是感觉档位不是特别清晰，一档跟小三一样，难入，二档很轻松
1|20161102115345|143|845|????????整体做工感觉没有帝豪好（同学本来是打算买帝豪的），可能比小三还差一点（这个纯属个人感觉，呵呵，别拍砖啊）
1|20161102115345|146|862|2012新胜达怎么没收音机功能
1|20161102115345|153|910|难道机械液压助力真那么差
1|20161102115345|157|921|本人保管副钥匙，开车门无中控功能，只是驾驶员门能开，不方便
1|20161102115345|159|956|在生活中，不少经销商也的确有些“骚扰”嫌疑
1|20161102115345|160|986|看的都带T，想起就不舒服
1|20161102115345|160|996|不说了，没意思
1|20161102115345|165|1032|毅然决定退掉
1|20161102115345|168|1053|望大虾指点难看的钥匙，想换
1|20161102115345|168|1055|横滨的胎感觉不怎么样
1|20161102115345|168|1065|以前我看帖也不回帖的，大家都这样，所以奥德赛论坛这么冷清
1|20161102115345|170|1072|但高速超过120时发动机的声音一下就变的很暴躁，不像是同一辆车发出的声音
1|20161102115345|170|1080|MPZ加入后并没有什么感觉，甚至怀疑是否买到假货了
1|20161102115345|175|1098|?虽然没见实车，但看了大量图片，与其他SUV相比（备胎也是在地板下，有的内置，有的外置），GX7后备箱地板太高了，原因好像是下面有几个储物格占用一层高度空间，个人认为这样设计并不好，原因：1、储物格虽然也可放东西，但对大小形状有限制，实用性不大
1|20161102115345|175|1100|3、因地板位置较高，取放大件物品、行李较费劲
1|20161102115345|179|1116|和国内价格比较真的是无语
1|20161102115345|184|1141|?下车看的时候，才发现那个音响不是一般重，2个男人很用力才抬起来，差不多40kG
1|20161102115345|184|1142|中控裂开了，车灯跑偏，前脸变形，这些还只是我这个半桶水看到的，车漆就更不用说了，由于重物砸下来，明天还要去4S拆开看，看里面是否有问题
1|20161102115345|201|1209|后排门边喇叭不响,只有前门边响和后车窗喇叭响，不知这正常吗
1|20161102115345|202|1213|造成下次启动车辆时，车辆已经冷却，但油温传感器会误判为热车情况，造成供油不足，节气门开口过大形成难启动
1|20161102115345|204|1265|这两天开车没开多久仪表盘上的ABS灯就亮起来，不知阿有问题
1|20161102115345|206|1271|原车带的地图实在没法忍受了
1|20161102115345|232|1339|今天突然发现行进中踩离合挂不进一档了，从二档都退不回去一档，只有速度降到很慢很慢（5迈左右）才能勉强挂进去，之前没有发现这问题，只知道高速时挂不进倒档，一档的话印象里之前的时候十几迈速度时还是能挂进去的，怎么会突然不行了，难道是同步器出问题么，还是变速箱保护功能
1|20161102115345|235|1345|车的做工真的不咋的
1|20161102115345|236|1355|我的小三冷车启动后2挡转入1挡很难挂，要踩几脚离合器才可以挂入!你们的是这样吗
1|20161102115345|245|1371|最近几天早上?，我的小三刚启动时，方向有一点涩的感觉?
1|20161102115345|246|1373|妈的，才三千公里，左后视镜转弯灯又不亮了
